Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[50]     0.2    0.00    0.00       1         define_automatic_variables [50]
                0.00    0.00      18/322         define_variable_in_set [24]
                0.00    0.00       1/608         xstrdup [75]
-----------------------------------------------
                0.00    0.00       1/1           execute_file_commands [38]
[51]     0.1    0.00    0.00       1         set_file_variables [51]
                0.00    0.00       8/322         define_variable_in_set [24]
                0.00    0.00       1/139         enter_file [31]
                0.00    0.00       2/637         ar_name [73]
                0.00    0.00       1/1           uniquize_deps [149]
-----------------------------------------------
                0.00    0.00       4/4           main [1]
[52]     0.1    0.00    0.00       4         define_makeflags [52]
                0.00    0.00       8/322         define_variable_in_set [24]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[53]     0.1    0.00    0.00       1         count_implicit_rule_limits [53]
                0.00    0.00       3/414         dir_file_exists_p [15]
                0.00    0.00       2/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[54]     0.0    0.00    0.00       1         build_vpath_lists [54]
                0.00    0.00       1/1           construct_vpath_list [55]
                0.00    0.00       2/314         variable_expand <cycle 1> [84]
-----------------------------------------------
                0.00    0.00       1/1           build_vpath_lists [54]
[55]     0.0    0.00    0.00       1         construct_vpath_list [55]
                0.00    0.00       1/414         dir_file_exists_p [15]
                0.00    0.00       1/1           dir_name [60]
                0.00    0.00       2/2529        xmalloc [64]
                0.00    0.00       1/608         xstrdup [75]
                0.00    0.00       1/66          find_percent [95]
                0.00    0.00       1/680         savestring [71]
-----------------------------------------------
                                  62             variable_expand_string <cycle 1> [59]
[56]     0.0    0.00    0.00      62         handle_function <cycle 1> [56]
                0.00    0.00      62/62          lookup_function [57]
                0.00    0.00       2/767         next_token [70]
                0.00    0.00       2/2           expand_builtin_function [117]
                                   2             expand_argument <cycle 1> [116]
-----------------------------------------------
                0.00    0.00      62/62          handle_function <cycle 1> [56]
[57]     0.0    0.00    0.00      62         lookup_function [57]
                0.00    0.00       2/1327        hash_find_item [13]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[58]     0.0    0.00    0.00       1         set_default_suffixes [58]
                0.00    0.00       1/139         enter_file [31]
                0.00    0.00       1/322         define_variable_in_set [24]
                0.00    0.00       1/111         parse_file_seq [93]
                0.00    0.00       1/111         multi_glob [92]
-----------------------------------------------
                                 236             variable_expand <cycle 1> [84]
                0.00    0.00     122/314         eval <cycle 2> [25]
[59]     0.0    0.00    0.00     358         variable_expand_string <cycle 1> [59]
                0.00    0.00       1/67          lookup_variable [33]
                0.00    0.00     804/870         variable_buffer_output [68]
                0.00    0.00     284/284         initialize_variable_output [82]
                0.00    0.00     120/120         lindex [90]
                0.00    0.00       1/66          find_percent [95]
                0.00    0.00       1/1           subst_expand [148]
                                  62             handle_function <cycle 1> [56]
                                  59             reference_variable <cycle 1> [35]
                                   1             recursively_expand_for_file <cycle 1> [97]
                                   1             allocated_variable_expand_for_file <cycle 1> [85]
-----------------------------------------------
                0.00    0.00       1/1           construct_vpath_list [55]
[60]     0.0    0.00    0.00       1         dir_name [60]
                0.00    0.00       1/865         find_directory [14]
-----------------------------------------------
                0.00    0.00       1/1           target_environment [44]
[61]     0.0    0.00    0.00       1         hash_delete [61]
                0.00    0.00       1/2881        hash_find_slot [7]
                0.00    0.00       1/1           hash_delete_at [135]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[62]     0.0    0.00    0.00       2         decode_env_switches [62]
                0.00    0.00       2/314         variable_expand <cycle 1> [84]
                0.00    0.00       2/767         next_token [70]
-----------------------------------------------
                0.00    0.00       1/1           start_job_command [42]
[63]     0.0    0.00    0.00       1         construct_command_argv [63]
                0.00    0.00       2/314         allocated_variable_expand_for_file <cycle 1> [85]
                0.00    0.00       1/1           construct_command_argv_internal [126]
-----------------------------------------------
                0.00    0.00       1/2529        main [1]
                0.00    0.00       1/2529        construct_include_path [127]
                0.00    0.00       1/2529        hash_dump [136]
                0.00    0.00       2/2529        chop_commands [115]
                0.00    0.00       2/2529        new_job [41]
                0.00    0.00       2/2529        count_implicit_rule_limits [53]
                0.00    0.00       2/2529        target_environment [44]
                0.00    0.00       2/2529        construct_vpath_list [55]
                0.00    0.00       4/2529        construct_command_argv_internal [126]
                0.00    0.00       4/2529        initialize_file_variables [141]
                0.00    0.00       7/2529        copy_dep_chain [103]
                0.00    0.00      12/2529        eval_makefile <cycle 2> [49]
                0.00    0.00      13/2529        eval <cycle 2> [25]
                0.00    0.00      15/2529        find_directory [14]
                0.00    0.00      35/2529        record_files [40]
                0.00    0.00      45/2529        install_default_suffix_rules [45]
                0.00    0.00      45/2529        install_pattern_rule [17]
                0.00    0.00      48/2529        file_impossible [32]
                0.00    0.00      50/2529        concat [96]
                0.00    0.00      62/2529        selective_vpath_search [27]
                0.00    0.00      87/2529        create_pattern_rule [12]
                0.00    0.00      94/2529        convert_suffix_rule [11]
                0.00    0.00      97/2529        dir_contents_file_exists_p [22]
                0.00    0.00     108/2529        pattern_search [5]
                0.00    0.00     131/2529        enter_file [31]
                0.00    0.00     221/2529        parse_file_seq [93]
                0.00    0.00     221/2529        multi_glob [92]
                0.00    0.00     233/2529        initialize_variable_output [82]
                0.00    0.00     304/2529        define_variable_in_set [24]
                0.00    0.00     680/2529        savestring [71]
[64]     0.0    0.00    0.00    2529         xmalloc [64]
-----------------------------------------------
                0.00    0.00    1015/1015        hash_find_slot [7]
[65]     0.0    0.00    0.00    1015         directory_hash_cmp [65]
-----------------------------------------------
                0.00    0.00      66/963         find_percent [95]
                0.00    0.00     221/963         parse_file_seq [93]
                0.00    0.00     321/963         eval <cycle 2> [25]
                0.00    0.00     355/963         remove_comments [80]
[66]     0.0    0.00    0.00     963         find_char_unquote [66]
-----------------------------------------------
                0.00    0.00     881/881         hash_find_slot [7]
[67]     0.0    0.00    0.00     881         file_hash_1 [67]
-----------------------------------------------
                0.00    0.00       2/870         subst_expand [148]
                0.00    0.00       2/870         func_strip [118]
                0.00    0.00      19/870         eval <cycle 2> [25]
                0.00    0.00      43/870         reference_variable <cycle 1> [35]
                0.00    0.00     804/870         variable_expand_string <cycle 1> [59]
[68]     0.0    0.00    0.00     870         variable_buffer_output [68]
                0.00    0.00       8/25          xrealloc [99]
-----------------------------------------------
                0.00    0.00     865/865         hash_find_slot [7]
[69]     0.0    0.00    0.00     865         directory_hash_1 [69]
-----------------------------------------------
                0.00    0.00       1/767         find_next_token [133]
                0.00    0.00       2/767         handle_function <cycle 1> [56]
                0.00    0.00       2/767         decode_env_switches [62]
                0.00    0.00      20/767         construct_command_argv_internal [126]
                0.00    0.00      20/767         collapse_continuations [79]
                0.00    0.00      48/767         eval <cycle 2> [25]
                0.00    0.00     332/767         parse_file_seq [93]
                0.00    0.00     342/767         try_variable_definition [28]
[70]     0.0    0.00    0.00     767         next_token [70]
-----------------------------------------------
                0.00    0.00       1/680         chop_commands [115]
                0.00    0.00       1/680         construct_vpath_list [55]
                0.00    0.00       9/680         install_pattern_rule [17]
                0.00    0.00      12/680         find_directory [14]
                0.00    0.00      35/680         record_files [40]
                0.00    0.00      97/680         dir_contents_file_exists_p [22]
                0.00    0.00     221/680         parse_file_seq [93]
                0.00    0.00     304/680         define_variable_in_set [24]
[71]     0.0    0.00    0.00     680         savestring [71]
                0.00    0.00     680/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00      15/673         find_directory [14]
                0.00    0.00      50/673         target_environment [44]
                0.00    0.00      76/673         hash_insert [36]
                0.00    0.00      97/673         dir_contents_file_exists_p [22]
                0.00    0.00     131/673         enter_file [31]
                0.00    0.00     304/673         define_variable_in_set [24]
[72]     0.0    0.00    0.00     673         hash_insert_at [72]
-----------------------------------------------
                0.00    0.00       2/637         set_file_variables [51]
                0.00    0.00       6/637         try_implicit_rule [6]
                0.00    0.00       6/637         f_mtime [108]
                0.00    0.00      54/637         pattern_search [5]
                0.00    0.00     221/637         multi_glob [92]
                0.00    0.00     348/637         file_exists_p [20]
[73]     0.0    0.00    0.00     637         ar_name [73]
-----------------------------------------------
                0.00    0.00     633/633         hash_find_slot [7]
[74]     0.0    0.00    0.00     633         dirfile_hash_1 [74]
-----------------------------------------------
                0.00    0.00       1/608         main [1]
                0.00    0.00       1/608         define_automatic_variables [50]
                0.00    0.00       1/608         construct_vpath_list [55]
                0.00    0.00       6/608         eval_makefile <cycle 2> [49]
                0.00    0.00       9/608         install_pattern_rule [17]
                0.00    0.00      48/608         file_impossible [32]
                0.00    0.00     221/608         multi_glob [92]
                0.00    0.00     321/608         define_variable_in_set [24]
[75]     0.0    0.00    0.00     608         xstrdup [75]
-----------------------------------------------
                0.00    0.00     490/490         eval <cycle 2> [25]
[76]     0.0    0.00    0.00     490         readline [76]
                0.00    0.00       8/25          xrealloc [99]
-----------------------------------------------
                0.00    0.00     468/468         hash_find_slot [7]
[77]     0.0    0.00    0.00     468         variable_hash_1 [77]
-----------------------------------------------
                0.00    0.00     451/451         hash_find_slot [7]
[78]     0.0    0.00    0.00     451         dirfile_hash_cmp [78]
-----------------------------------------------
                0.00    0.00     403/403         eval <cycle 2> [25]
[79]     0.0    0.00    0.00     403         collapse_continuations [79]
                0.00    0.00      20/767         next_token [70]
-----------------------------------------------
                0.00    0.00     355/355         eval <cycle 2> [25]
[80]     0.0    0.00    0.00     355         remove_comments [80]
                0.00    0.00     355/963         find_char_unquote [66]
-----------------------------------------------
                0.00    0.00     353/353         hash_find_slot [7]
[81]     0.0    0.00    0.00     353         file_hash_cmp [81]
-----------------------------------------------
                0.00    0.00     284/284         variable_expand_string <cycle 1> [59]
[82]     0.0    0.00    0.00     284         initialize_variable_output [82]
                0.00    0.00     233/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00     254/254         hash_find_slot [7]
[83]     0.0    0.00    0.00     254         dirfile_hash_2 [83]
-----------------------------------------------
                                 232             variable_expand_for_file <cycle 1> [86]
                0.00    0.00       2/314         decode_env_switches [62]
                0.00    0.00       2/314         build_vpath_lists [54]
[84]     0.0    0.00    0.00     236         variable_expand <cycle 1> [84]
                                 236             variable_expand_string <cycle 1> [59]
-----------------------------------------------
                                   1             variable_expand_string <cycle 1> [59]
                                   2             expand_argument <cycle 1> [116]
                                  43             recursively_expand_for_file <cycle 1> [97]
                0.00    0.00       1/314         new_job [41]
                0.00    0.00       1/314         read_all_makefiles [21]
                0.00    0.00       2/314         construct_command_argv [63]
                0.00    0.00       5/314         eval <cycle 2> [25]
                0.00    0.00       6/314         do_variable_definition [29]
                0.00    0.00     171/314         try_variable_definition [28]
[85]     0.0    0.00    0.00     232         allocated_variable_expand_for_file <cycle 1> [85]
                                 232             variable_expand_for_file <cycle 1> [86]
-----------------------------------------------
                                 232             allocated_variable_expand_for_file <cycle 1> [85]
[86]     0.0    0.00    0.00     232         variable_expand_for_file <cycle 1> [86]
                                 232             variable_expand <cycle 1> [84]
-----------------------------------------------
                0.00    0.00     179/179         hash_find_slot [7]
[87]     0.0    0.00    0.00     179         variable_hash_cmp [87]
-----------------------------------------------
                0.00    0.00     170/170         eval <cycle 2> [25]
[88]     0.0    0.00    0.00     170         get_next_mword [88]
-----------------------------------------------
                0.00    0.00     162/162         hash_find_slot [7]
[89]     0.0    0.00    0.00     162         directory_hash_2 [89]
-----------------------------------------------
                0.00    0.00     120/120         variable_expand_string <cycle 1> [59]
[90]     0.0    0.00    0.00     120         lindex [90]
-----------------------------------------------
                0.00    0.00     111/111         multi_glob [92]
[91]     0.0    0.00    0.00     111         dir_setup_glob [91]
-----------------------------------------------
                0.00    0.00       1/111         set_default_suffixes [58]
                0.00    0.00       9/111         install_pattern_rule [17]
                0.00    0.00     101/111         eval <cycle 2> [25]
[92]     0.0    0.00    0.00     111         multi_glob [92]
                0.00    0.00     221/637         ar_name [73]
                0.00    0.00     221/2529        xmalloc [64]
                0.00    0.00     221/608         xstrdup [75]
                0.00    0.00     111/111         dir_setup_glob [91]
-----------------------------------------------
                0.00    0.00       1/111         set_default_suffixes [58]
                0.00    0.00       9/111         install_pattern_rule [17]
                0.00    0.00     101/111         eval <cycle 2> [25]
[93]     0.0    0.00    0.00     111         parse_file_seq [93]
                0.00    0.00     332/767         next_token [70]
                0.00    0.00     221/963         find_char_unquote [66]
                0.00    0.00     221/680         savestring [71]
                0.00    0.00     221/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00      72/72          hash_find_slot [7]
[94]     0.0    0.00    0.00      72         variable_hash_2 [94]
-----------------------------------------------
                0.00    0.00       1/66          variable_expand_string <cycle 1> [59]
                0.00    0.00       1/66          construct_vpath_list [55]
                0.00    0.00       9/66          install_pattern_rule [17]
                0.00    0.00      55/66          record_files [40]
[95]     0.0    0.00    0.00      66         find_percent [95]
                0.00    0.00      66/963         find_char_unquote [66]
-----------------------------------------------
                0.00    0.00       1/50          main [1]
                0.00    0.00      49/50          target_environment [44]
[96]     0.0    0.00    0.00      50         concat [96]
                0.00    0.00      50/2529        xmalloc [64]
-----------------------------------------------
                                   1             variable_expand_string <cycle 1> [59]
                                  40             reference_variable <cycle 1> [35]
                0.00    0.00       2/314         target_environment [44]
[97]     0.0    0.00    0.00      43         recursively_expand_for_file <cycle 1> [97]
                                  43             allocated_variable_expand_for_file <cycle 1> [85]
-----------------------------------------------
                0.00    0.00      30/30          hash_find_slot [7]
[98]     0.0    0.00    0.00      30         function_table_entry_hash_1 [98]
-----------------------------------------------
                0.00    0.00       1/25          chop_commands [115]
                0.00    0.00       2/25          eval <cycle 2> [25]
                0.00    0.00       6/25          main [1]
                0.00    0.00       8/25          variable_buffer_output [68]
                0.00    0.00       8/25          readline [76]
[99]     0.0    0.00    0.00      25         xrealloc [99]
-----------------------------------------------
                0.00    0.00      15/15          hash_find_slot [7]
[100]    0.0    0.00    0.00      15         function_table_entry_hash_cmp [100]
-----------------------------------------------
                0.00    0.00       1/12          init_hash_files [138]
                0.00    0.00       1/12          hash_init_function_table [46]
                0.00    0.00       1/12          uniquize_deps [149]
                0.00    0.00       1/12          init_hash_global_variable_set [139]
                0.00    0.00       1/12          target_environment [44]
                0.00    0.00       2/12          hash_init_directories [137]
                0.00    0.00       2/12          initialize_file_variables [141]
                0.00    0.00       3/12          find_directory [14]
[101]    0.0    0.00    0.00      12         hash_init [101]
                0.00    0.00      12/12          round_up_2 [102]
-----------------------------------------------
                0.00    0.00      12/12          hash_init [101]
[102]    0.0    0.00    0.00      12         round_up_2 [102]
-----------------------------------------------
                0.00    0.00       2/9           update_goal_chain [4]
                0.00    0.00       7/9           record_files [40]
[103]    0.0    0.00    0.00       9         copy_dep_chain [103]
                0.00    0.00       7/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       9/9           hash_find_slot [7]
[104]    0.0    0.00    0.00       9         function_table_entry_hash_2 [104]
-----------------------------------------------
                0.00    0.00       1/8           reap_children [112]
                0.00    0.00       1/8           remake_file [37]
                0.00    0.00       6/8           update_file_1 <cycle 3> [3]
[105]    0.0    0.00    0.00       8         notice_finished_file [105]
-----------------------------------------------
                                   1             check_dep <cycle 3> [125]
                0.00    0.02       7/7           update_goal_chain [4]
[106]    0.0    0.00    0.00       8         update_file <cycle 3> [106]
                                   8             update_file_1 <cycle 3> [3]
-----------------------------------------------
                0.00    0.00       1/7           file_timestamp_now [132]
                0.00    0.00       6/7           name_mtime [110]
[107]    0.0    0.00    0.00       7         file_timestamp_cons [107]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[108]    0.0    0.00    0.00       6         f_mtime [108]
                0.00    0.00       6/637         ar_name [73]
                0.00    0.00       6/6           name_mtime [110]
                0.00    0.00       1/1           file_timestamp_now [132]
-----------------------------------------------
                0.00    0.00       6/6           lookup_variable [33]
[109]    0.0    0.00    0.00       6         handle_special_var [109]
-----------------------------------------------
                0.00    0.00       6/6           f_mtime [108]
[110]    0.0    0.00    0.00       6         name_mtime [110]
                0.00    0.00       6/7           file_timestamp_cons [107]
-----------------------------------------------
                0.00    0.00       4/4           hash_find_slot [7]
[111]    0.0    0.00    0.00       4         directory_contents_hash_1 [111]
-----------------------------------------------
                0.00    0.00       2/4           new_job [41]
                0.00    0.00       2/4           update_goal_chain [4]
[112]    0.0    0.00    0.00       4         reap_children [112]
                0.00    0.00       1/2           job_next_command [120]
                0.00    0.00       1/8           notice_finished_file [105]
                0.00    0.00       1/2           block_sigs [114]
                0.00    0.00       1/1           free_child [134]
                0.00    0.00       1/2           unblock_sigs [124]
-----------------------------------------------
                0.00    0.00       1/3           new_job [41]
                0.00    0.00       2/3           update_goal_chain [4]
[113]    0.0    0.00    0.00       3         start_waiting_jobs [113]
-----------------------------------------------
                0.00    0.00       1/2           reap_children [112]
                0.00    0.00       1/2           start_job_command [42]
[114]    0.0    0.00    0.00       2         block_sigs [114]
-----------------------------------------------
                0.00    0.00       1/2           new_job [41]
                0.00    0.00       1/2           remake_file [37]
[115]    0.0    0.00    0.00       2         chop_commands [115]
                0.00    0.00       2/2529        xmalloc [64]
                0.00    0.00       1/680         savestring [71]
                0.00    0.00       1/25          xrealloc [99]
                0.00    0.00       1/2           sindex [123]
-----------------------------------------------
                                   2             handle_function <cycle 1> [56]
[116]    0.0    0.00    0.00       2         expand_argument <cycle 1> [116]
                                   2             allocated_variable_expand_for_file <cycle 1> [85]
-----------------------------------------------
                0.00    0.00       2/2           handle_function <cycle 1> [56]
[117]    0.0    0.00    0.00       2         expand_builtin_function [117]
                0.00    0.00       2/2           func_strip [118]
-----------------------------------------------
                0.00    0.00       2/2           expand_builtin_function [117]
[118]    0.0    0.00    0.00       2         func_strip [118]
                0.00    0.00       2/870         variable_buffer_output [68]
-----------------------------------------------
                0.00    0.00       1/2           uniquize_deps [149]
                0.00    0.00       1/2           target_environment [44]
[119]    0.0    0.00    0.00       2         hash_free [119]
-----------------------------------------------
                0.00    0.00       1/2           reap_children [112]
                0.00    0.00       1/2           new_job [41]
[120]    0.0    0.00    0.00       2         job_next_command [120]
-----------------------------------------------
                0.00    0.00       1/2           die [130]
                0.00    0.00       1/2           message [142]
[121]    0.0    0.00    0.00       2         log_working_directory [121]
-----------------------------------------------
                0.00    0.00       2/2           initialize_file_variables [141]
[122]    0.0    0.00    0.00       2         lookup_pattern_var [122]
-----------------------------------------------
                0.00    0.00       1/2           chop_commands [115]
                0.00    0.00       1/2           subst_expand [148]
[123]    0.0    0.00    0.00       2         sindex [123]
-----------------------------------------------
                0.00    0.00       1/2           reap_children [112]
                0.00    0.00       1/2           start_waiting_job [43]
[124]    0.0    0.00    0.00       2         unblock_sigs [124]
-----------------------------------------------
                                   1             update_file_1 <cycle 3> [3]
[125]    0.0    0.00    0.00       1         check_dep <cycle 3> [125]
                                   1             update_file <cycle 3> [106]
-----------------------------------------------
                                   1             construct_command_argv_internal [126]
                0.00    0.00       1/1           construct_command_argv [63]
[126]    0.0    0.00    0.00       1+1       construct_command_argv_internal [126]
                0.00    0.00      20/767         next_token [70]
                0.00    0.00       4/2529        xmalloc [64]
                                   1             construct_command_argv_internal [126]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[127]    0.0    0.00    0.00       1         construct_include_path [127]
                0.00    0.00       1/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[128]    0.0    0.00    0.00       1         decode_debug_flags [128]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[129]    0.0    0.00    0.00       1         decode_switches [129]
                0.00    0.00       1/1           init_switches [140]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[130]    0.0    0.00    0.00       1         die [130]
                0.00    0.00       1/1           remote_cleanup [143]
                0.00    0.00       1/1           remove_intermediates [145]
                0.00    0.00       1/2           log_working_directory [121]
-----------------------------------------------
                0.00    0.00       1/1           hash_find_slot [7]
[131]    0.0    0.00    0.00       1         directory_contents_hash_cmp [131]
-----------------------------------------------
                0.00    0.00       1/1           f_mtime [108]
[132]    0.0    0.00    0.00       1         file_timestamp_now [132]
                0.00    0.00       1/7           file_timestamp_cons [107]
-----------------------------------------------
                0.00    0.00       1/1           read_all_makefiles [21]
[133]    0.0    0.00    0.00       1         find_next_token [133]
                0.00    0.00       1/767         next_token [70]
-----------------------------------------------
                0.00    0.00       1/1           reap_children [112]
[134]    0.0    0.00    0.00       1         free_child [134]
-----------------------------------------------
                0.00    0.00       1/1           hash_delete [61]
[135]    0.0    0.00    0.00       1         hash_delete_at [135]
-----------------------------------------------
                0.00    0.00       1/1           snap_deps [30]
[136]    0.0    0.00    0.00       1         hash_dump [136]
                0.00    0.00       1/2529        xmalloc [64]
-----------------------------------------------
                0.00    0.00       1/1           initialize_global_hash_tables [48]
[137]    0.0    0.00    0.00       1         hash_init_directories [137]
                0.00    0.00       2/12          hash_init [101]
-----------------------------------------------
                0.00    0.00       1/1           initialize_global_hash_tables [48]
[138]    0.0    0.00    0.00       1         init_hash_files [138]
                0.00    0.00       1/12          hash_init [101]
-----------------------------------------------
                0.00    0.00       1/1           initialize_global_hash_tables [48]
[139]    0.0    0.00    0.00       1         init_hash_global_variable_set [139]
                0.00    0.00       1/12          hash_init [101]
-----------------------------------------------
                0.00    0.00       1/1           decode_switches [129]
[140]    0.0    0.00    0.00       1         init_switches [140]
-----------------------------------------------
                                   1             initialize_file_variables [141]
                0.00    0.00       1/1           execute_file_commands [38]
[141]    0.0    0.00    0.00       1+1       initialize_file_variables [141]
                0.00    0.00       4/2529        xmalloc [64]
                0.00    0.00       2/12          hash_init [101]
                0.00    0.00       2/2           lookup_pattern_var [122]
                                   1             initialize_file_variables [141]
-----------------------------------------------
                0.00    0.00       1/1           start_job_command [42]
[142]    0.0    0.00    0.00       1         message [142]
                0.00    0.00       1/2           log_working_directory [121]
-----------------------------------------------
                0.00    0.00       1/1           die [130]
[143]    0.0    0.00    0.00       1         remote_cleanup [143]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[144]    0.0    0.00    0.00       1         remote_setup [144]
-----------------------------------------------
                0.00    0.00       1/1           die [130]
[145]    0.0    0.00    0.00       1         remove_intermediates [145]
-----------------------------------------------
                0.00    0.00       1/1           start_job_command [42]
[146]    0.0    0.00    0.00       1         set_command_state [146]
-----------------------------------------------
                0.00    0.00       1/1           start_waiting_job [43]
[147]    0.0    0.00    0.00       1         start_remote_job_p [147]
-----------------------------------------------
                0.00    0.00       1/1           variable_expand_string <cycle 1> [59]
[148]    0.0    0.00    0.00       1         subst_expand [148]
                0.00    0.00       2/870         variable_buffer_output [68]
                0.00    0.00       1/2           sindex [123]
-----------------------------------------------
                0.00    0.00       1/1           set_file_variables [51]
[149]    0.0    0.00    0.00       1         uniquize_deps [149]
                0.00    0.00       1/12          hash_init [101]
                0.00    0.00       1/2           hash_free [119]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[150]    0.0    0.00    0.00       1         user_access [150]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [85] allocated_variable_expand_for_file [19] file_impossible_p [93] parse_file_seq
  [73] ar_name               [107] file_timestamp_cons     [5] pattern_search
 [114] block_sigs            [132] file_timestamp_now     [21] read_all_makefiles
  [54] build_vpath_lists      [66] find_char_unquote      [76] readline
 [125] check_dep              [14] find_directory        [112] reap_children
 [115] chop_commands         [133] find_next_token        [40] record_files
  [79] collapse_continuations [95] find_percent           [97] recursively_expand_for_file
  [96] concat                [134] free_child             [35] reference_variable
  [63] construct_command_argv [118] func_strip            [37] remake_file
 [126] construct_command_argv_internal [98] function_table_entry_hash_1 [143] remote_cleanup
 [127] construct_include_path [104] function_table_entry_hash_2 [144] remote_setup
  [55] construct_vpath_list  [100] function_table_entry_hash_cmp [80] remove_comments
  [11] convert_suffix_rule    [88] get_next_mword        [145] remove_intermediates
  [10] convert_to_pattern     [56] handle_function       [102] round_up_2
 [103] copy_dep_chain        [109] handle_special_var     [71] savestring
  [53] count_implicit_rule_limits [61] hash_delete        [27] selective_vpath_search
  [12] create_pattern_rule   [135] hash_delete_at        [146] set_command_state
 [128] decode_debug_flags    [136] hash_dump              [58] set_default_suffixes
  [62] decode_env_switches    [13] hash_find_item         [51] set_file_variables
 [129] decode_switches         [7] hash_find_slot        [123] sindex
  [50] define_automatic_variables [119] hash_free         [30] snap_deps
  [39] define_default_variables [101] hash_init           [42] start_job_command
  [52] define_makeflags      [137] hash_init_directories [147] start_remote_job_p
  [24] define_variable_in_set [46] hash_init_function_table [43] start_waiting_job
 [130] die                    [36] hash_insert           [113] start_waiting_jobs
  [22] dir_contents_file_exists_p [72] hash_insert_at    [148] subst_expand
  [15] dir_file_exists_p      [47] hash_load              [44] target_environment
  [60] dir_name              [138] init_hash_files         [6] try_implicit_rule
  [91] dir_setup_glob        [139] init_hash_global_variable_set [28] try_variable_definition
 [111] directory_contents_hash_1 [140] init_switches     [124] unblock_sigs
 [131] directory_contents_hash_cmp [141] initialize_file_variables [149] uniquize_deps
  [69] directory_hash_1       [48] initialize_global_hash_tables [106] update_file
  [89] directory_hash_2       [82] initialize_variable_output [3] update_file_1
  [65] directory_hash_cmp     [18] install_default_implicit_rules [4] update_goal_chain
  [74] dirfile_hash_1         [45] install_default_suffix_rules [150] user_access
  [83] dirfile_hash_2         [17] install_pattern_rule   [68] variable_buffer_output
  [78] dirfile_hash_cmp      [120] job_next_command       [84] variable_expand
  [29] do_variable_definition [90] lindex                 [86] variable_expand_for_file
  [31] enter_file            [121] log_working_directory  [59] variable_expand_string
  [25] eval                   [16] lookup_file            [77] variable_hash_1
  [49] eval_makefile          [57] lookup_function        [94] variable_hash_2
  [38] execute_file_commands [122] lookup_pattern_var     [87] variable_hash_cmp
 [116] expand_argument        [33] lookup_variable        [26] vpath_search
 [117] expand_builtin_function [142] message              [64] xmalloc
 [108] f_mtime                [92] multi_glob             [99] xrealloc
